,Unnamed: 0.1, Temperatura (C), Humedad (%),Fecha,Hora
308,308,29.1,54.4,1/1/2021,1/1/2021
309,309,29.2,53.8,1/1/2021,1/1/2021
310,310,29.3,53.1,1/1/2021,1/1/2021
311,311,29.3,53.8,1/1/2021,1/1/2021
312,312,29.3,54.6,1/1/2021,1/1/2021
313,313,29.4,55.1,1/1/2021,1/1/2021
314,314,29.4,54.6,1/1/2021,1/1/2021
315,315,29.4,55.0,1/1/2021,1/1/2021
316,316,29.5,54.7,1/1/2021,1/1/2021
317,317,29.5,54.0,1/1/2021,1/1/2021
318,318,29.6,54.1,1/1/2021,1/1/2021
319,319,29.7,53.3,1/1/2021,1/1/2021
320,320,29.7,53.2,1/1/2021,1/1/2021
321,321,29.8,54.0,1/1/2021,1/1/2021
322,322,29.9,54.3,1/1/2021,1/1/2021
323,323,29.9,53.8,1/1/2021,1/1/2021
324,324,29.9,54.0,1/1/2021,1/1/2021
325,325,30.0,54.7,1/1/2021,1/1/2021
326,326,30.0,54.4,1/1/2021,1/1/2021
327,327,30.0,53.7,1/1/2021,1/1/2021
328,328,30.0,53.4,1/1/2021,1/1/2021
329,329,30.1,53.9,1/1/2021,1/1/2021
330,330,30.0,53.9,1/1/2021,1/1/2021
331,331,30.1,53.6,1/1/2021,1/1/2021
332,332,30.1,54.0,1/1/2021,1/1/2021
333,333,30.1,54.0,1/1/2021,1/1/2021
334,334,30.1,53.8,1/1/2021,1/1/2021
335,335,30.1,54.0,1/1/2021,1/1/2021
336,336,30.1,53.2,1/1/2021,1/1/2021
337,337,30.0,53.2,1/1/2021,1/1/2021
338,338,30.1,53.2,1/1/2021,1/1/2021
339,339,30.1,52.2,1/1/2021,1/1/2021
340,340,30.0,52.6,1/1/2021,1/1/2021
341,341,30.0,53.2,1/1/2021,1/1/2021
342,342,30.0,53.3,1/1/2021,1/1/2021
343,343,29.9,53.3,1/1/2021,1/1/2021
344,344,30.0,53.2,1/1/2021,1/1/2021
345,345,30.0,53.3,1/1/2021,1/1/2021
346,346,30.0,53.2,1/1/2021,1/1/2021
347,347,30.0,53.4,1/1/2021,1/1/2021
348,348,30.0,53.6,1/1/2021,1/1/2021
349,349,30.1,53.0,1/1/2021,1/1/2021
350,350,30.0,52.5,1/1/2021,1/1/2021
351,351,30.0,52.7,1/1/2021,1/1/2021
352,352,30.0,52.6,1/1/2021,1/1/2021
353,353,30.0,52.6,1/1/2021,1/1/2021
354,354,30.0,52.3,1/1/2021,1/1/2021
355,355,30.1,52.7,1/1/2021,1/1/2021
356,356,30.1,52.6,1/1/2021,1/1/2021
357,357,30.1,52.3,1/1/2021,1/1/2021
358,358,30.2,52.5,1/1/2021,1/1/2021
359,359,30.2,52.8,1/1/2021,1/1/2021
360,360,30.2,54.1,1/1/2021,1/1/2021
361,361,30.3,53.2,1/1/2021,1/1/2021
362,362,30.3,50.6,1/1/2021,1/1/2021
363,363,30.4,49.9,1/1/2021,1/1/2021
364,364,30.4,50.2,1/1/2021,1/1/2021
365,365,30.4,50.2,1/1/2021,1/1/2021
366,366,30.5,50.4,1/1/2021,1/1/2021
367,367,30.5,49.7,1/1/2021,1/1/2021
368,368,30.5,50.0,1/1/2021,1/1/2021
369,369,30.6,50.5,1/1/2021,1/1/2021
370,370,30.6,51.0,1/1/2021,1/1/2021
371,371,30.7,50.2,1/1/2021,1/1/2021
372,372,30.7,50.5,1/1/2021,1/1/2021
373,373,30.8,51.2,1/1/2021,1/1/2021
374,374,30.8,51.4,1/1/2021,1/1/2021
375,375,30.8,51.6,1/1/2021,1/1/2021
376,376,30.9,51.6,1/1/2021,1/1/2021
377,377,30.9,51.0,1/1/2021,1/1/2021
378,378,30.9,50.3,1/1/2021,1/1/2021
379,379,31.0,50.4,1/1/2021,1/1/2021
380,380,31.1,50.5,1/1/2021,1/1/2021
381,381,31.2,50.9,1/1/2021,1/1/2021
382,382,31.1,51.7,1/1/2021,1/1/2021
383,383,31.1,51.5,1/1/2021,1/1/2021
384,384,31.1,51.1,1/1/2021,1/1/2021
385,385,31.0,50.6,1/1/2021,1/1/2021
386,386,31.0,50.6,1/1/2021,1/1/2021
387,387,31.0,51.3,1/1/2021,1/1/2021
388,388,30.9,50.0,1/1/2021,1/1/2021
389,389,30.9,50.0,1/1/2021,1/1/2021
390,390,30.8,50.2,1/1/2021,1/1/2021
391,391,30.8,51.0,1/1/2021,1/1/2021
392,392,30.9,51.0,1/1/2021,1/1/2021
393,393,31.0,50.7,1/1/2021,1/1/2021
394,394,31.0,50.0,1/1/2021,1/1/2021
395,395,30.9,48.5,1/1/2021,1/1/2021
396,396,30.8,48.4,1/1/2021,1/1/2021
397,397,30.7,49.6,1/1/2021,1/1/2021
398,398,30.7,49.4,1/1/2021,1/1/2021
399,399,30.6,50.2,1/1/2021,1/1/2021
400,400,30.7,51.1,1/1/2021,1/1/2021
401,401,30.7,50.6,1/1/2021,1/1/2021
402,402,30.8,50.4,1/1/2021,1/1/2021
403,403,30.9,49.5,1/1/2021,1/1/2021
404,404,30.9,49.8,1/1/2021,1/1/2021
405,405,30.9,50.4,1/1/2021,1/1/2021
406,406,31.0,50.5,1/1/2021,1/1/2021
407,407,31.0,50.7,1/1/2021,1/1/2021
408,408,31.1,50.5,1/1/2021,1/1/2021
409,409,31.2,49.6,1/1/2021,1/1/2021
410,410,31.2,49.0,1/1/2021,1/1/2021
411,411,31.2,49.3,1/1/2021,1/1/2021
412,412,31.3,50.0,1/1/2021,1/1/2021
413,413,31.3,49.3,1/1/2021,1/1/2021
414,414,31.3,50.6,1/1/2021,1/1/2021
415,415,31.4,50.9,1/1/2021,1/1/2021
416,416,31.4,51.1,1/1/2021,1/1/2021
417,417,31.4,50.5,1/1/2021,1/1/2021
418,418,31.5,50.3,1/1/2021,1/1/2021
419,419,31.5,50.0,1/1/2021,1/1/2021
420,420,31.6,50.0,1/1/2021,1/1/2021
421,421,31.5,49.8,1/1/2021,1/1/2021
422,422,31.5,49.2,1/1/2021,1/1/2021
423,423,31.4,49.2,1/1/2021,1/1/2021
424,424,31.3,49.2,1/1/2021,1/1/2021
425,425,31.2,49.6,1/1/2021,1/1/2021
426,426,31.2,50.0,1/1/2021,1/1/2021
427,427,31.2,49.9,1/1/2021,1/1/2021
428,428,31.2,50.4,1/1/2021,1/1/2021
429,429,31.2,50.6,1/1/2021,1/1/2021
430,430,31.2,50.2,1/1/2021,1/1/2021
431,431,31.3,49.8,1/1/2021,1/1/2021
432,432,31.1,49.5,1/1/2021,1/1/2021
433,433,31.1,49.7,1/1/2021,1/1/2021
434,434,31.0,49.5,1/1/2021,1/1/2021
435,435,30.9,49.1,1/1/2021,1/1/2021
436,436,30.9,49.4,1/1/2021,1/1/2021
437,437,30.8,49.9,1/1/2021,1/1/2021
438,438,30.8,50.3,1/1/2021,1/1/2021
439,439,30.8,50.7,1/1/2021,1/1/2021
440,440,30.8,51.0,1/1/2021,1/1/2021
441,441,30.8,50.8,1/1/2021,1/1/2021
442,442,30.8,50.5,1/1/2021,1/1/2021
443,443,30.8,50.4,1/1/2021,1/1/2021
444,444,30.8,50.2,1/1/2021,1/1/2021
445,445,30.8,50.9,1/1/2021,1/1/2021
446,446,30.8,50.8,1/1/2021,1/1/2021
447,447,30.8,50.9,1/1/2021,1/1/2021
448,448,30.9,51.0,1/1/2021,1/1/2021
449,449,30.8,50.0,1/1/2021,1/1/2021
450,450,30.8,50.8,1/1/2021,1/1/2021
451,451,30.8,50.4,1/1/2021,1/1/2021
452,452,30.8,50.2,1/1/2021,1/1/2021
453,453,30.7,50.3,1/1/2021,1/1/2021
454,454,30.6,50.0,1/1/2021,1/1/2021
455,455,30.6,49.6,1/1/2021,1/1/2021
456,456,30.5,50.0,1/1/2021,1/1/2021
457,457,30.5,50.6,1/1/2021,1/1/2021
458,458,30.6,50.8,1/1/2021,1/1/2021
459,459,30.6,50.9,1/1/2021,1/1/2021
460,460,30.7,50.9,1/1/2021,1/1/2021
461,461,30.6,50.7,1/1/2021,1/1/2021
462,462,30.7,50.5,1/1/2021,1/1/2021
463,463,30.7,50.4,1/1/2021,1/1/2021
464,464,30.6,50.4,1/1/2021,1/1/2021
465,465,30.6,51.1,1/1/2021,1/1/2021
466,466,30.5,50.5,1/1/2021,1/1/2021
467,467,30.5,50.8,1/1/2021,1/1/2021
468,468,30.5,51.2,1/1/2021,1/1/2021
469,469,30.5,50.8,1/1/2021,1/1/2021
470,470,30.4,50.9,1/1/2021,1/1/2021
471,471,30.4,51.1,1/1/2021,1/1/2021
472,472,30.3,51.1,1/1/2021,1/1/2021
473,473,30.3,51.4,1/1/2021,1/1/2021
474,474,30.2,51.5,1/1/2021,1/1/2021
475,475,30.2,51.3,1/1/2021,1/1/2021
476,476,30.2,50.9,1/1/2021,1/1/2021
477,477,30.2,51.0,1/1/2021,1/1/2021
478,478,30.1,51.8,1/1/2021,1/1/2021
479,479,30.1,51.6,1/1/2021,1/1/2021
480,480,30.0,51.1,1/1/2021,1/1/2021
