,Year,Month,Day,Hour,Minute,GHI,Cloud Type,Surface Albedo
1264,2020,2,22,16,0,128,7,0.16
1265,2020,2,22,17,0,83,7,0.16
1266,2020,2,22,18,0,25,7,0.16
1279,2020,2,23,7,0,78,7,0.16
1280,2020,2,23,8,0,162,3,0.16
1281,2020,2,23,9,0,299,3,0.16
1282,2020,2,23,10,0,701,7,0.16
1283,2020,2,23,11,0,898,7,0.16
1284,2020,2,23,12,0,752,7,0.16
1285,2020,2,23,13,0,671,4,0.16
1286,2020,2,23,14,0,658,7,0.16
1287,2020,2,23,15,0,559,4,0.16
1288,2020,2,23,16,0,143,8,0.16
1289,2020,2,23,17,0,5,6,0.16
1290,2020,2,23,18,0,23,4,0.16
1303,2020,2,24,7,0,49,4,0.16
1304,2020,2,24,8,0,152,4,0.16
