Fecha; Temperatura (°C); Humedad (%); Iluminacion
29/9/2022 12:56; 30.5°C; 42.5%; 24
29/9/2022 12:56; 30.5°C; 42.5%; 24
29/9/2022 12:56; 30.4°C; 42.5%; 24
29/9/2022 12:56; 30.4°C; 42.5%; 24
29/9/2022 12:57; 30.4°C; 42.6%; 23
29/9/2022 12:57; 30.4°C; 42.6%; 24
29/9/2022 12:57; 30.4°C; 42.6%; 24
29/9/2022 12:57; 30.4°C; 42.6%; 23
29/9/2022 12:57; 30.5°C; 42.7%; 23
29/9/2022 12:57; 30.5°C; 42.7%; 24
29/9/2022 12:57; 30.4°C; 42.7%; 23
29/9/2022 12:57; 30.5°C; 42.9%; 23
29/9/2022 12:57; 30.5°C; 43.0%; 24
29/9/2022 12:57; 30.5°C; 43.0%; 24
29/9/2022 12:58; 30.4°C; 42.8%; 24
29/9/2022 12:58; 30.4°C; 42.6%; 23
29/9/2022 12:58; 30.4°C; 42.6%; 24
29/9/2022 12:58; 30.3°C; 42.6%; 24
29/9/2022 12:58; 30.3°C; 42.7%; 23
29/9/2022 12:58; 30.3°C; 42.7%; 23
29/9/2022 12:58; 30.2°C; 42.8%; 23
29/9/2022 12:58; 30.2°C; 42.9%; 23
29/9/2022 12:58; 30.2°C; 43.0%; 23
29/9/2022 12:58; 30.1°C; 43.0%; 23
29/9/2022 12:59; 30.1°C; 43.0%; 23
29/9/2022 12:59; 30.1°C; 43.0%; 24
29/9/2022 12:59; 30.1°C; 43.0%; 23
29/9/2022 12:59; 30.1°C; 43.0%; 23
29/9/2022 12:59; 30.2°C; 43.1%; 23
29/9/2022 12:59; 30.2°C; 43.4%; 23
29/9/2022 12:59; 30.3°C; 43.6%; 23
29/9/2022 12:59; 30.3°C; 43.6%; 23
29/9/2022 12:59; 30.2°C; 43.5%; 23
29/9/2022 12:59; 30.2°C; 43.4%; 23
29/9/2022 13:0; 30.2°C; 43.3%; 24
29/9/2022 13:0; 30.2°C; 43.4%; 23
29/9/2022 13:0; 30.2°C; 43.5%; 23
29/9/2022 13:0; 30.3°C; 43.8%; 23
29/9/2022 13:0; 30.2°C; 43.8%; 23
29/9/2022 13:0; 30.3°C; 43.8%; 23
29/9/2022 13:0; 30.3°C; 43.7%; 23
29/9/2022 13:0; 30.3°C; 43.6%; 23
29/9/2022 13:0; 30.3°C; 43.5%; 23
29/9/2022 13:0; 30.2°C; 43.4%; 23
29/9/2022 13:1; 30.2°C; 43.5%; 23
29/9/2022 13:1; 30.1°C; 43.3%; 23
29/9/2022 13:1; 30.1°C; 43.4%; 23
29/9/2022 13:1; 30.0°C; 43.4%; 23
29/9/2022 13:1; 30.0°C; 43.5%; 23
29/9/2022 13:1; 30.0°C; 43.5%; 23
29/9/2022 13:1; 30.1°C; 43.6%; 23
29/9/2022 13:1; 30.0°C; 43.5%; 23
29/9/2022 13:1; 30.0°C; 43.5%; 23
29/9/2022 13:1; 30.0°C; 43.6%; 23
29/9/2022 13:2; 30.1°C; 43.8%; 23
29/9/2022 13:2; 30.1°C; 44.1%; 23
29/9/2022 13:2; 30.1°C; 44.1%; 23
29/9/2022 13:2; 30.2°C; 44.7%; 23
29/9/2022 13:2; 30.2°C; 44.6%; 23
29/9/2022 13:2; 30.2°C; 44.4%; 23
29/9/2022 13:2; 30.2°C; 45.3%; 23
29/9/2022 13:2; 30.3°C; 45.5%; 23
29/9/2022 13:2; 30.3°C; 45.2%; 23
29/9/2022 13:2; 30.3°C; 45.0%; 23
29/9/2022 13:3; 30.3°C; 45.1%; 23
29/9/2022 13:3; 30.3°C; 45.3%; 23
29/9/2022 13:3; 30.3°C; 45.4%; 23
29/9/2022 13:3; 30.3°C; 45.3%; 23
29/9/2022 13:3; 30.3°C; 45.2%; 23
29/9/2022 13:3; 30.4°C; 45.1%; 23
29/9/2022 13:3; 30.3°C; 44.9%; 23
29/9/2022 13:3; 30.3°C; 44.8%; 23
29/9/2022 13:3; 30.1°C; 44.3%; 23
29/9/2022 13:3; 30.0°C; 44.6%; 23
29/9/2022 13:4; 29.9°C; 44.8%; 23
29/9/2022 13:4; 29.8°C; 44.9%; 23
29/9/2022 13:4; 29.7°C; 44.9%; 23
29/9/2022 13:4; 29.7°C; 45.1%; 23
29/9/2022 13:4; 29.7°C; 45.2%; 23
29/9/2022 13:4; 29.6°C; 45.4%; 23
29/9/2022 13:4; 29.6°C; 45.5%; 23
29/9/2022 13:4; 29.6°C; 45.6%; 23
29/9/2022 13:4; 29.6°C; 45.5%; 23
29/9/2022 13:4; 29.6°C; 44.9%; 23
29/9/2022 13:5; 29.7°C; 44.7%; 23
29/9/2022 13:5; 29.7°C; 44.6%; 23
29/9/2022 13:5; 29.7°C; 44.4%; 23
29/9/2022 13:5; 29.7°C; 44.3%; 23
29/9/2022 13:5; 29.8°C; 44.3%; 23
29/9/2022 13:5; 29.8°C; 44.3%; 23
29/9/2022 13:5; 29.8°C; 44.4%; 23
29/9/2022 13:5; 29.9°C; 44.7%; 23
29/9/2022 13:5; 29.9°C; 44.7%; 23
29/9/2022 13:5; 29.9°C; 44.7%; 23
29/9/2022 13:6; 29.9°C; 44.8%; 23
29/9/2022 13:6; 29.9°C; 44.8%; 23
29/9/2022 13:6; 29.9°C; 44.8%; 23
29/9/2022 13:6; 29.9°C; 44.7%; 23
29/9/2022 13:6; 29.8°C; 44.6%; 23
29/9/2022 13:6; 29.8°C; 44.6%; 23
29/9/2022 13:6; 29.8°C; 44.4%; 23
29/9/2022 13:6; 29.8°C; 44.4%; 23
29/9/2022 13:6; 29.8°C; 44.3%; 22
29/9/2022 13:6; 29.6°C; 44.2%; 22
29/9/2022 13:7; 29.6°C; 44.3%; 22
29/9/2022 13:7; 29.5°C; 44.3%; 22
29/9/2022 13:7; 29.4°C; 44.4%; 22
29/9/2022 13:7; 29.4°C; 44.5%; 20
29/9/2022 13:7; 29.5°C; 44.9%; 22
29/9/2022 13:7; 29.5°C; 44.9%; 22
29/9/2022 13:7; 29.5°C; 44.9%; 22
29/9/2022 13:7; 29.6°C; 44.9%; 22
29/9/2022 13:7; 29.6°C; 44.8%; 22
29/9/2022 13:7; 29.7°C; 44.8%; 22
29/9/2022 13:8; 29.7°C; 44.6%; 22
29/9/2022 13:8; 29.6°C; 44.6%; 22
29/9/2022 13:8; 29.7°C; 44.8%; 21
29/9/2022 13:8; 29.7°C; 44.8%; 21
29/9/2022 13:8; 29.7°C; 44.7%; 19
29/9/2022 13:8; 29.7°C; 44.6%; 24
29/9/2022 13:8; 29.7°C; 44.6%; 24
29/9/2022 13:8; 29.7°C; 44.7%; 24
29/9/2022 13:8; 29.7°C; 44.7%; 24
29/9/2022 13:8; 29.7°C; 44.7%; 24
29/9/2022 13:9; 29.7°C; 44.8%; 24
29/9/2022 13:9; 29.7°C; 44.9%; 24
29/9/2022 13:9; 29.7°C; 44.9%; 24
29/9/2022 13:9; 29.7°C; 44.9%; 24
29/9/2022 13:9; 29.7°C; 44.9%; 24
29/9/2022 13:9; 29.7°C; 44.8%; 24
29/9/2022 13:9; 29.8°C; 44.9%; 24
29/9/2022 13:9; 29.8°C; 44.8%; 24
29/9/2022 13:9; 29.9°C; 44.8%; 24
29/9/2022 13:9; 29.9°C; 44.8%; 24
29/9/2022 13:10; 29.9°C; 44.7%; 24
29/9/2022 13:10; 30.0°C; 44.8%; 24
29/9/2022 13:10; 30.0°C; 44.7%; 24
29/9/2022 13:10; 30.1°C; 44.8%; 24
29/9/2022 13:10; 30.1°C; 44.7%; 24
29/9/2022 13:10; 30.1°C; 44.7%; 24
29/9/2022 13:10; 30.1°C; 44.7%; 24
29/9/2022 13:10; 30.2°C; 44.6%; 24
29/9/2022 13:10; 30.2°C; 44.6%; 24
29/9/2022 13:10; 30.2°C; 44.5%; 24
29/9/2022 13:11; 30.1°C; 44.5%; 24
29/9/2022 13:11; 30.1°C; 44.5%; 24
29/9/2022 13:11; 30.1°C; 44.4%; 24
29/9/2022 13:11; 30.0°C; 44.0%; 24
29/9/2022 13:11; 30.0°C; 43.9%; 24
29/9/2022 13:11; 29.9°C; 43.8%; 24
29/9/2022 13:11; 29.9°C; 43.8%; 24
29/9/2022 13:11; 29.9°C; 43.7%; 24
29/9/2022 13:11; 29.9°C; 43.7%; 24
29/9/2022 13:11; 29.8°C; 43.7%; 24
29/9/2022 13:12; 29.8°C; 43.8%; 24
29/9/2022 13:12; 29.7°C; 43.9%; 24
29/9/2022 13:12; 29.7°C; 44.0%; 24
29/9/2022 13:12; 29.8°C; 44.1%; 24
29/9/2022 13:12; 29.8°C; 44.0%; 24
29/9/2022 13:12; 29.9°C; 43.9%; 24
29/9/2022 13:12; 29.9°C; 43.8%; 24
29/9/2022 13:12; 29.9°C; 43.7%; 24
29/9/2022 13:12; 29.9°C; 43.7%; 24
29/9/2022 13:12; 29.9°C; 43.7%; 24
29/9/2022 13:13; 29.9°C; 43.8%; 24
29/9/2022 13:13; 29.9°C; 43.9%; 24
29/9/2022 13:13; 29.9°C; 44.0%; 24
29/9/2022 13:13; 29.9°C; 44.1%; 24
29/9/2022 13:13; 29.9°C; 44.1%; 24
29/9/2022 13:13; 29.9°C; 44.0%; 24
29/9/2022 13:13; 29.8°C; 44.2%; 24
29/9/2022 13:13; 29.8°C; 44.2%; 24
29/9/2022 13:13; 29.7°C; 44.2%; 24
29/9/2022 13:13; 29.7°C; 44.2%; 24
29/9/2022 13:14; 29.8°C; 44.3%; 24
29/9/2022 13:14; 29.8°C; 44.4%; 24
29/9/2022 13:14; 29.8°C; 44.7%; 24
29/9/2022 13:14; 29.8°C; 45.1%; 24
29/9/2022 13:14; 29.7°C; 45.1%; 24
29/9/2022 13:14; 29.7°C; 44.9%; 24
29/9/2022 13:14; 29.7°C; 44.8%; 24
29/9/2022 13:14; 29.6°C; 44.7%; 24
29/9/2022 13:14; 29.6°C; 44.8%; 24
29/9/2022 13:14; 29.6°C; 44.9%; 24
29/9/2022 13:15; 29.6°C; 45.0%; 24
29/9/2022 13:15; 29.6°C; 45.2%; 24
29/9/2022 13:15; 29.6°C; 45.3%; 24
29/9/2022 13:15; 29.6°C; 45.5%; 23
29/9/2022 13:15; 29.6°C; 45.5%; 24
29/9/2022 13:15; 29.6°C; 45.5%; 24
29/9/2022 13:15; 29.6°C; 45.4%; 24
29/9/2022 13:15; 29.6°C; 45.4%; 24
29/9/2022 13:15; 29.7°C; 45.4%; 23
29/9/2022 13:15; 29.7°C; 45.3%; 24
29/9/2022 13:16; 29.7°C; 45.5%; 23
29/9/2022 13:16; 29.6°C; 45.4%; 23
29/9/2022 13:16; 29.6°C; 45.5%; 23
29/9/2022 13:16; 29.6°C; 45.6%; 23
29/9/2022 13:16; 29.6°C; 45.5%; 23
29/9/2022 13:16; 29.6°C; 45.3%; 23
29/9/2022 13:16; 29.6°C; 45.3%; 23
29/9/2022 13:16; 29.6°C; 45.4%; 23
29/9/2022 13:16; 29.7°C; 45.5%; 23
29/9/2022 13:16; 29.6°C; 45.4%; 23
29/9/2022 13:17; 29.6°C; 45.3%; 23
29/9/2022 13:17; 29.7°C; 45.2%; 23
29/9/2022 13:17; 29.7°C; 45.0%; 23
29/9/2022 13:17; 29.7°C; 44.6%; 23
29/9/2022 13:17; 29.7°C; 44.4%; 23
29/9/2022 13:17; 29.6°C; 44.4%; 23
29/9/2022 13:17; 29.6°C; 44.3%; 23
29/9/2022 13:17; 29.6°C; 44.3%; 23
29/9/2022 13:17; 29.6°C; 44.4%; 23
29/9/2022 13:17; 29.5°C; 44.3%; 23
29/9/2022 13:18; 29.6°C; 44.4%; 23
29/9/2022 13:18; 29.5°C; 44.5%; 23
29/9/2022 13:18; 29.5°C; 44.7%; 23
29/9/2022 13:18; 29.4°C; 44.9%; 23
29/9/2022 13:18; 29.4°C; 45.0%; 23
29/9/2022 13:18; 29.4°C; 45.0%; 23
29/9/2022 13:18; 29.4°C; 45.0%; 23
29/9/2022 13:18; 29.4°C; 45.0%; 23
29/9/2022 13:18; 29.3°C; 45.0%; 23
29/9/2022 13:18; 29.3°C; 45.0%; 23
29/9/2022 13:19; 29.3°C; 45.0%; 23
29/9/2022 13:19; 29.3°C; 45.0%; 23
29/9/2022 13:19; 29.2°C; 44.9%; 23
29/9/2022 13:19; 29.1°C; 44.9%; 23
29/9/2022 13:19; 29.0°C; 44.9%; 23
29/9/2022 13:19; 29.0°C; 44.9%; 23
29/9/2022 13:19; 29.0°C; 44.9%; 23
29/9/2022 13:19; 29.0°C; 45.0%; 23
29/9/2022 13:19; 29.0°C; 45.0%; 23
29/9/2022 13:19; 29.0°C; 45.1%; 23
29/9/2022 13:20; 29.0°C; 45.1%; 23
29/9/2022 13:20; 28.9°C; 45.0%; 23
29/9/2022 13:20; 28.9°C; 45.1%; 23
29/9/2022 13:20; 28.9°C; 45.2%; 23
29/9/2022 13:20; 29.0°C; 45.3%; 23
29/9/2022 13:20; 29.0°C; 45.4%; 23
29/9/2022 13:20; 29.0°C; 45.6%; 23
29/9/2022 13:20; 29.0°C; 45.7%; 23
29/9/2022 13:20; 29.0°C; 45.8%; 23
29/9/2022 13:20; 29.0°C; 45.9%; 23
29/9/2022 13:21; 29.0°C; 45.9%; 24
29/9/2022 13:21; 29.0°C; 45.9%; 23
29/9/2022 13:21; 29.0°C; 46.0%; 24
29/9/2022 13:21; 29.0°C; 46.1%; 24
29/9/2022 13:21; 29.0°C; 46.1%; 23
29/9/2022 13:21; 29.0°C; 46.1%; 23
29/9/2022 13:21; 29.0°C; 46.3%; 24
29/9/2022 13:21; 28.9°C; 46.1%; 23
29/9/2022 13:21; 28.9°C; 46.1%; 23
29/9/2022 13:21; 28.9°C; 46.1%; 23
29/9/2022 13:22; 28.9°C; 46.2%; 24
29/9/2022 13:22; 28.9°C; 46.3%; 23
29/9/2022 13:22; 28.8°C; 46.5%; 37
29/9/2022 13:22; 28.7°C; 46.6%; 32
29/9/2022 13:22; 28.6°C; 46.6%; 24
29/9/2022 13:22; 28.7°C; 46.6%; 24
29/9/2022 13:22; 28.7°C; 46.4%; 24
29/9/2022 13:22; 28.7°C; 46.2%; 25
29/9/2022 13:22; 28.7°C; 46.2%; 25
29/9/2022 13:22; 28.8°C; 46.1%; 25
29/9/2022 13:23; 28.8°C; 46.1%; 24
29/9/2022 13:23; 28.8°C; 46.1%; 25
29/9/2022 13:23; 28.8°C; 46.1%; 27
29/9/2022 13:23; 28.9°C; 46.1%; 28
29/9/2022 13:23; 28.9°C; 46.0%; 29
29/9/2022 13:23; 29.0°C; 46.2%; 31
29/9/2022 13:23; 29.0°C; 46.2%; 31
29/9/2022 13:23; 29.0°C; 46.1%; 30
29/9/2022 13:23; 29.0°C; 46.1%; 30
29/9/2022 13:23; 29.0°C; 46.1%; 31
29/9/2022 13:24; 29.0°C; 46.1%; 31
29/9/2022 13:24; 29.1°C; 46.1%; 31
29/9/2022 13:24; 29.1°C; 46.1%; 30
29/9/2022 13:24; 29.1°C; 46.0%; 31
29/9/2022 13:24; 29.1°C; 46.0%; 32
29/9/2022 13:24; 29.1°C; 46.1%; 32
29/9/2022 13:24; 29.1°C; 46.1%; 33
29/9/2022 13:24; 29.1°C; 46.2%; 33
29/9/2022 13:24; 29.2°C; 45.8%; 33
29/9/2022 13:24; 29.2°C; 45.4%; 33
29/9/2022 13:25; 29.2°C; 45.3%; 33
29/9/2022 13:25; 29.2°C; 45.4%; 33
29/9/2022 13:25; 29.1°C; 45.4%; 33
29/9/2022 13:25; 29.1°C; 45.5%; 33
29/9/2022 13:25; 29.1°C; 45.6%; 33
29/9/2022 13:25; 29.1°C; 45.7%; 34
29/9/2022 13:25; 29.1°C; 45.8%; 34
29/9/2022 13:25; 29.1°C; 45.9%; 34
29/9/2022 13:25; 29.2°C; 46.1%; 34
29/9/2022 13:25; 29.2°C; 46.1%; 34
29/9/2022 13:26; 29.2°C; 46.1%; 34
29/9/2022 13:26; 29.2°C; 46.1%; 34
29/9/2022 13:26; 29.3°C; 46.1%; 34
29/9/2022 13:26; 29.3°C; 46.1%; 34
29/9/2022 13:26; 29.3°C; 46.1%; 34
29/9/2022 13:26; 29.3°C; 46.0%; 35
29/9/2022 13:26; 29.3°C; 45.9%; 34
29/9/2022 13:26; 29.3°C; 45.9%; 34
29/9/2022 13:26; 29.3°C; 45.9%; 34
29/9/2022 13:26; 29.3°C; 45.8%; 34
29/9/2022 13:27; 29.2°C; 45.8%; 35
29/9/2022 13:27; 29.2°C; 45.8%; 35
29/9/2022 13:27; 29.2°C; 45.8%; 35
29/9/2022 13:27; 29.1°C; 45.6%; 35
29/9/2022 13:27; 29.0°C; 45.4%; 35
29/9/2022 13:27; 28.9°C; 45.5%; 35
29/9/2022 13:27; 28.8°C; 45.6%; 39
29/9/2022 13:27; 28.7°C; 45.7%; 40
29/9/2022 13:27; 28.6°C; 45.7%; 41
29/9/2022 13:27; 28.6°C; 45.7%; 28
29/9/2022 13:28; 28.5°C; 45.7%; 24
29/9/2022 13:28; 28.4°C; 45.7%; 27
29/9/2022 13:28; 28.4°C; 45.7%; 32
29/9/2022 13:28; 28.4°C; 45.8%; 34
29/9/2022 13:28; 28.4°C; 46.0%; 31
29/9/2022 13:28; 28.4°C; 46.2%; 24
29/9/2022 13:28; 28.3°C; 46.2%; 24
29/9/2022 13:28; 28.2°C; 46.3%; 24
29/9/2022 13:28; 28.2°C; 46.4%; 24
29/9/2022 13:28; 28.1°C; 46.5%; 28
29/9/2022 13:29; 28.1°C; 46.6%; 30
29/9/2022 13:29; 28.1°C; 46.6%; 30
29/9/2022 13:29; 28.1°C; 46.6%; 33
29/9/2022 13:29; 28.0°C; 46.7%; 33
29/9/2022 13:29; 27.9°C; 46.7%; 33
29/9/2022 13:29; 27.9°C; 46.8%; 35
29/9/2022 13:29; 27.9°C; 47.0%; 35
29/9/2022 13:29; 27.9°C; 47.1%; 42
29/9/2022 13:29; 27.9°C; 47.2%; 42
29/9/2022 13:29; 27.9°C; 47.2%; 41
29/9/2022 13:30; 27.9°C; 47.2%; 41
29/9/2022 13:30; 27.9°C; 47.2%; 42
29/9/2022 13:30; 28.0°C; 47.3%; 42
29/9/2022 13:30; 28.0°C; 47.2%; 43
29/9/2022 13:30; 28.1°C; 47.3%; 42
29/9/2022 13:30; 28.1°C; 47.1%; 42
29/9/2022 13:30; 28.1°C; 47.0%; 42
29/9/2022 13:30; 28.1°C; 46.9%; 42
29/9/2022 13:30; 28.2°C; 47.1%; 42
29/9/2022 13:30; 28.2°C; 47.1%; 42
29/9/2022 13:31; 28.3°C; 47.1%; 43
29/9/2022 13:31; 28.2°C; 47.1%; 42
29/9/2022 13:31; 28.2°C; 47.1%; 42
29/9/2022 13:31; 28.2°C; 47.1%; 42
29/9/2022 13:31; 28.2°C; 47.1%; 42
29/9/2022 13:31; 28.1°C; 47.3%; 43
29/9/2022 13:31; 28.1°C; 47.3%; 42
29/9/2022 13:31; 28.0°C; 47.4%; 42
29/9/2022 13:31; 28.1°C; 47.6%; 41
29/9/2022 13:31; 28.1°C; 47.6%; 42
29/9/2022 13:32; 28.1°C; 47.7%; 42
29/9/2022 13:32; 28.2°C; 47.6%; 43
29/9/2022 13:32; 28.2°C; 47.6%; 42
29/9/2022 13:32; 28.3°C; 47.6%; 42
29/9/2022 13:32; 28.3°C; 47.6%; 43
29/9/2022 13:32; 28.3°C; 47.5%; 42
29/9/2022 13:32; 28.4°C; 47.6%; 42
29/9/2022 13:32; 28.4°C; 47.6%; 43
29/9/2022 13:32; 28.5°C; 47.7%; 43
29/9/2022 13:32; 28.5°C; 47.7%; 43
29/9/2022 13:33; 28.6°C; 47.7%; 43
29/9/2022 13:33; 28.6°C; 47.6%; 43
29/9/2022 13:33; 28.7°C; 47.6%; 42
29/9/2022 13:33; 28.7°C; 47.6%; 43
29/9/2022 13:33; 28.8°C; 47.5%; 43
29/9/2022 13:33; 28.8°C; 47.3%; 43
29/9/2022 13:33; 28.9°C; 47.5%; 42
29/9/2022 13:33; 28.8°C; 47.4%; 43
29/9/2022 13:33; 28.8°C; 47.3%; 43
29/9/2022 13:33; 28.8°C; 47.3%; 43
29/9/2022 13:34; 28.9°C; 47.4%; 43
29/9/2022 13:34; 28.9°C; 47.3%; 43
29/9/2022 13:34; 29.0°C; 47.1%; 43
29/9/2022 13:34; 28.9°C; 46.9%; 44
29/9/2022 13:34; 29.0°C; 46.8%; 43
29/9/2022 13:34; 29.0°C; 46.4%; 44
29/9/2022 13:34; 29.0°C; 46.1%; 44
29/9/2022 13:34; 29.1°C; 45.9%; 43
29/9/2022 13:34; 29.1°C; 45.8%; 43
29/9/2022 13:34; 29.2°C; 45.7%; 43
29/9/2022 13:35; 29.2°C; 45.7%; 43
29/9/2022 13:35; 29.2°C; 45.8%; 43
29/9/2022 13:35; 29.3°C; 45.8%; 43
29/9/2022 13:35; 29.3°C; 45.7%; 43
29/9/2022 13:35; 29.3°C; 45.7%; 43
29/9/2022 13:35; 29.3°C; 45.7%; 43
29/9/2022 13:35; 29.4°C; 45.8%; 44
29/9/2022 13:35; 29.4°C; 45.8%; 43
29/9/2022 13:35; 29.4°C; 45.9%; 43
29/9/2022 13:35; 29.5°C; 45.9%; 44
29/9/2022 13:36; 29.4°C; 45.8%; 44
29/9/2022 13:36; 29.4°C; 45.8%; 44
29/9/2022 13:36; 29.5°C; 45.8%; 43
29/9/2022 13:36; 29.5°C; 45.9%; 44
29/9/2022 13:36; 29.6°C; 45.8%; 44
29/9/2022 13:36; 29.6°C; 45.8%; 44
29/9/2022 13:36; 29.6°C; 45.8%; 44
29/9/2022 13:36; 29.6°C; 45.7%; 44
29/9/2022 13:36; 29.7°C; 45.4%; 44
29/9/2022 13:36; 29.7°C; 45.3%; 44
29/9/2022 13:37; 29.7°C; 45.3%; 44
29/9/2022 13:37; 29.7°C; 45.3%; 43
29/9/2022 13:37; 29.8°C; 45.3%; 44
29/9/2022 13:37; 29.8°C; 45.2%; 43
29/9/2022 13:37; 29.8°C; 45.3%; 44
29/9/2022 13:37; 29.8°C; 45.3%; 44
29/9/2022 13:37; 29.8°C; 45.3%; 44
29/9/2022 13:37; 29.8°C; 45.2%; 44
29/9/2022 13:37; 29.8°C; 45.1%; 44
29/9/2022 13:37; 29.8°C; 44.9%; 44
29/9/2022 13:38; 29.9°C; 44.9%; 44
29/9/2022 13:38; 29.9°C; 44.9%; 44
29/9/2022 13:38; 29.9°C; 45.0%; 44
29/9/2022 13:38; 29.9°C; 45.0%; 44
29/9/2022 13:38; 29.9°C; 45.1%; 44
29/9/2022 13:38; 29.9°C; 45.1%; 44
29/9/2022 13:38; 29.9°C; 44.9%; 43
29/9/2022 13:38; 29.9°C; 44.9%; 44
29/9/2022 13:38; 30.0°C; 44.9%; 43
29/9/2022 13:38; 29.9°C; 44.7%; 44
29/9/2022 13:39; 30.0°C; 44.7%; 43
29/9/2022 13:39; 30.0°C; 44.7%; 43
29/9/2022 13:39; 30.0°C; 45.1%; 44
29/9/2022 13:39; 30.0°C; 45.1%; 44
29/9/2022 13:39; 29.9°C; 45.0%; 44
29/9/2022 13:39; 30.0°C; 45.1%; 44
29/9/2022 13:39; 30.0°C; 45.1%; 44
29/9/2022 13:39; 30.0°C; 45.1%; 44
29/9/2022 13:39; 30.1°C; 45.2%; 44
29/9/2022 13:39; 30.1°C; 45.2%; 44
29/9/2022 13:40; 30.1°C; 45.2%; 44
29/9/2022 13:40; 30.2°C; 45.2%; 43
29/9/2022 13:40; 30.1°C; 45.0%; 44
29/9/2022 13:40; 30.1°C; 44.9%; 44
29/9/2022 13:40; 30.2°C; 45.0%; 44
29/9/2022 13:40; 30.2°C; 44.9%; 44
29/9/2022 13:40; 30.2°C; 44.8%; 44
29/9/2022 13:40; 30.2°C; 44.8%; 44
29/9/2022 13:40; 30.2°C; 44.9%; 44
29/9/2022 13:40; 30.3°C; 45.0%; 44
29/9/2022 13:41; 30.3°C; 45.0%; 44
29/9/2022 13:41; 30.3°C; 45.0%; 44
29/9/2022 13:41; 30.3°C; 44.9%; 44
29/9/2022 13:41; 30.2°C; 44.8%; 44
29/9/2022 13:41; 30.2°C; 44.6%; 44
29/9/2022 13:41; 30.3°C; 44.5%; 44
29/9/2022 13:41; 30.3°C; 44.4%; 44
29/9/2022 13:41; 30.3°C; 44.3%; 45
29/9/2022 13:41; 30.3°C; 44.2%; 45
29/9/2022 13:41; 30.3°C; 44.2%; 45
29/9/2022 13:42; 30.3°C; 44.3%; 45
29/9/2022 13:42; 30.4°C; 44.4%; 45
29/9/2022 13:42; 30.4°C; 44.4%; 45
29/9/2022 13:42; 30.4°C; 44.3%; 45
29/9/2022 13:42; 30.5°C; 44.4%; 46
29/9/2022 13:42; 30.5°C; 44.3%; 46
29/9/2022 13:42; 30.5°C; 44.2%; 46
29/9/2022 13:42; 30.6°C; 44.1%; 46
29/9/2022 13:42; 30.6°C; 44.0%; 47
29/9/2022 13:42; 30.6°C; 43.7%; 45
29/9/2022 13:43; 30.6°C; 43.5%; 46
29/9/2022 13:43; 30.6°C; 43.4%; 47
29/9/2022 13:43; 30.6°C; 43.4%; 47
29/9/2022 13:43; 30.6°C; 43.4%; 47
29/9/2022 13:43; 30.6°C; 43.3%; 48
29/9/2022 13:43; 30.6°C; 43.2%; 48
29/9/2022 13:43; 30.6°C; 43.2%; 47
29/9/2022 13:43; 30.5°C; 43.0%; 47
29/9/2022 13:43; 30.6°C; 42.8%; 47
29/9/2022 13:43; 30.6°C; 42.7%; 47
29/9/2022 13:44; 30.6°C; 42.6%; 47
29/9/2022 13:44; 30.6°C; 42.4%; 46
29/9/2022 13:44; 30.6°C; 42.4%; 47
29/9/2022 13:44; 30.6°C; 42.4%; 47
29/9/2022 13:44; 30.6°C; 42.4%; 46
29/9/2022 13:44; 30.6°C; 42.4%; 47
29/9/2022 13:44; 30.6°C; 42.4%; 47
29/9/2022 13:44; 30.6°C; 42.5%; 47
29/9/2022 13:44; 30.6°C; 42.7%; 47
29/9/2022 13:44; 30.6°C; 42.8%; 46
29/9/2022 13:45; 30.6°C; 42.9%; 46
29/9/2022 13:45; 30.6°C; 43.0%; 47
29/9/2022 13:45; 30.6°C; 43.2%; 46
29/9/2022 13:45; 30.6°C; 43.3%; 46
29/9/2022 13:45; 30.6°C; 43.3%; 47
29/9/2022 13:45; 30.6°C; 43.1%; 46
29/9/2022 13:45; 30.6°C; 43.0%; 47
29/9/2022 13:45; 30.5°C; 42.8%; 46
29/9/2022 13:45; 30.4°C; 42.6%; 47
29/9/2022 13:45; 30.3°C; 42.6%; 47
29/9/2022 13:46; 30.2°C; 42.4%; 47
29/9/2022 13:46; 30.2°C; 42.5%; 46
29/9/2022 13:46; 30.1°C; 42.5%; 46
29/9/2022 13:46; 30.1°C; 42.5%; 46
29/9/2022 13:46; 30.1°C; 42.7%; 47
29/9/2022 13:46; 30.1°C; 42.9%; 47
29/9/2022 13:46; 30.1°C; 43.0%; 47
29/9/2022 13:46; 30.0°C; 43.0%; 47
29/9/2022 13:46; 30.0°C; 43.2%; 48
29/9/2022 13:46; 29.9°C; 43.2%; 47
29/9/2022 13:47; 29.9°C; 43.2%; 48
29/9/2022 13:47; 29.9°C; 43.2%; 47
29/9/2022 13:47; 29.9°C; 43.2%; 47
29/9/2022 13:47; 29.8°C; 43.2%; 47
29/9/2022 13:47; 29.7°C; 43.2%; 47
29/9/2022 13:47; 29.7°C; 43.2%; 47
29/9/2022 13:47; 29.8°C; 43.2%; 47
29/9/2022 13:47; 29.7°C; 43.1%; 47
29/9/2022 13:47; 29.7°C; 43.1%; 48
29/9/2022 13:47; 29.7°C; 43.2%; 48
29/9/2022 13:48; 29.7°C; 43.1%; 48
29/9/2022 13:48; 29.7°C; 43.0%; 48
29/9/2022 13:48; 29.7°C; 43.0%; 48
